name,text
GlasgowKiss,E3 B3 E4 F#4 E4 B3 A4 F#4 G#4 F#4 E4 B3 E3 B3 E4 F#4 E4 B3 D4 C#4 B3 A3 B3 C#4 B3 E3 B3 F#4 E4 B3 A4 F#4 G#4 F#4 E4 B3 D5 B4 C#5 D5 C#5 B4 A4 F#4 A4 E4 A4 D4 A4 E3 B3 E4 F#4 E4 B3 A4 F#4 G#4 F#4 E4 B3 E3 B3 E4 F#4 E4 B3 D4 C#4 B3 A3 B3 C#4 B3 E3 B3 F#4 E4 B3 A4 F#4 G#4 F#4 E4 B3 G2 D3 A3 D4 G4 B4 D5 B4 E5 C#5 A4 E4 B4 E5 F#5 E5 B4 A5 F#5 G#5 F#5 E5 B4 E4 B4 E5 F#5 E5 B4 D5 C#5 B4 A4 B4 C#5 B4 E4 B4 F#5 E5 B4 A5 F#5 G#5 F#5 E5 B4 D6 B5 C#6 D6 C#6 B5 A5 F#5 A5 E5 A5 D5 A5 E4 B4 E5 F#5 E5 B4 A5 F#5 G#5 F#5 E5 B4 E4 B4 E5 F#5 E5 B4 D5 C#5 B4 A4 B4 C#5 B4 E4 B4 F#5 E5 B4 A5 F#5 G#5 F#5 E5 B4 G3 D4 A4 D5 G5 B5 D6 B5 E6 C#6 A5 G#4 A4 B4 G#4 A4 B4 A4 E4 F#4 D4 F#4 G#4 A4 F#4 G#4 A4 G#4 D4 G#4 A4 B4 B4 C#5 C#5 B4 A4 B4 F#4 A4 B4 C#5 A4 B4 C#5 B4 A4 G4 B4 C#5 D5 D5 A4 E5 A4 F#5 A4 E5 B4 F#5 B4 G#5 B4 F#5 G#5 A5 G#5 F#5 E5 F#5 B5 E3 B2 E2 E4 E4 B3 E3 A3 E3 A2 A3 E3 A2 A3 E3 A2 A3 E3 A2 E3 B2 E2 E4 E4 B3 E3 G3 D3 G2 D4 A3 D3 D4 A3 D3 D4 A3 D3 D4 A3 D3 E3 B2 E2 E4 E4 B3 E3 A3 E3 A2 A3 E3 A2 A3 E3 A2 A3 E3 A2 E3 B2 E2 E4 E4 B3 E3 G3 D3 G2 D4 A3 D3 A5 B5 G#5 A5 B5 A5 G#5 E5 D5 D5 D5 F#5 G#5 A5 F#5 G#5 A5 E4 G#5 E4 D5 B4 E5 B4 B5 B4 A5 G#5 F#5 E5 F#5 G#5 E5 B4 E5 B5 G#5 E5 A5 B5 B5 C#6 D6 C#6 A5 B5 F#5 A5 B5 C#6 A5 B5 C#6 B5 A5 B5 B5 B5 B4 F#4 F#5 F#4 E5 D5 C#5 B4 C#5 D5 B4 F#4 B4 F#5 D5 B4 E5 C#5 A4 E5 C#5 A4 D5 A4 E5 A4 A5 F#5 E5 D5 E5 F#5 D5 A3 D5 A5 F#5 D5 G#5 E5 B4 G#5 E5 C#5 F#5 C#5 C#6 C#5 B5 A5 G#5 F#5 G#5 A5 F#5 C#5 F#5 C#6 A5 F#5 B5 G#5 E5 B4 G#4 E4 G#4 E4 G#4 B4 E5 G#5 B5 E5 B3 F#5 B3 E5 B3 D#5 B3 C#5 B3 B4 B3 A4 B3 G#4 B3 F#4 B3 E4 B4 E5 F#5 E5 B4 A5 F#5 G#5 F#5 E5 B4 E4 B4 E5 F#5 E5 B4 D5 C#5 B4 A4 B4 C#5 B4 E4 B4 F#5 E5 B4 A5 F#5 G#5 F#5 E5 B4 D6 B5 C#6 D6 C#6 B5 A5 F#5 A5 E5 A5 D5 A5 E4 B4 E5 F#5 E5 B4 A5 F#5 G#5 F#5 E5 B4 E4 B4 E5 F#5 E5 B4 D5 C#5 B4 A4 B4 C#5 B4 E4 B4 F#5 E5 B4 A5 F#5 G#5 F#5 E5 B4 G3 D4 A4 D5 G5 B5 D6 B5 E6 C#6 A5 B3 B4 E4 F#4 B4 C#5 A4 B4 A4 G#4 F#4 B3 B4 E4 F#4 D#4 E4 D#4 E4 D#4 C#4 A3 B3 B4 E4 F#4 B4 C#5 A4 B4 A4 G#4 F#4 E4 D#4 C#4 B3 A3 G#3 F#3 G#3 A3 B3 B4 E4 F#4 B4 C#5 A4 B4 A4 G#4 F#4 B3 B4 E4 F#4 D#4 E4 D#4 E4 D#4 C#4 A3 B3 B4 E4 F#4 B4 C#5 A4 B4 A4 G#4 F#4 B4 G#4 A4 G#4 F#4 E4 D#4 E4 F#4 B3 B4 E4 F#4 B4 C#5 A4 B4 A4 G#4 F#4 B3 B4 E4 F#4 D#4 E4 D#4 E4 D#4 C#4 A3 B3 B4 E4 F#4 B4 C#5 A4 B4 A4 G#4 F#4 E4 D#4 C#4 B3 A3 G#3 F#3 G#3 A3 B3 B4 E4 F#4 B4 C#5 A4 B4 A4 G#4 F#4 B3 B4 E4 F#4 D#4 E4 D#4 E4 D#4 C#4 A3 B3 B4 E4 F#4 B4 C#5 A4 B4 A4 G#4 F#4 B4 G#4 A4 G#4 F#4 E4 D#4 E4 F#4 B3 B4 E4 F#4 B4 C#5 A4 B4 A4 G#4 F#4 B3 B4 E4 F#4 D#4 E4 D#4 E4 D#4 C#4 A3 B3 B4 E4 F#4 B4 C#5 A4 B4 A4 G#4 F#4 E4 D#4 C#4 B3 A3 G#3 F#3 G#3 A3 B3 B4 E4 F#4 B4 C#5 A4 B4 A4 G#4 F#4 B3 B4 E4 F#4 D#4 E4 D#4 E4 D#4 C#4 A3 B3 B4 E4 F#4 B4 C#5 A4 B4 A4 G#4 F#4 B4 G#4 A4 G#4 F#4 E4 D#4 E4 F#4 B3 B4 E4 F#4 B4 C#5 A4 B4 A4 G#4 F#4 B3 B4 E4 F#4 D#4 E4 D#4 E4 D#4 C#4 A3 B3 B4 E4 F#4 B4 C#5 A4 B4 A4 G#4 F#4 B3 B4 E4 F#4 D#4 E4 D#4 E4 D#4 C#4 A3 B3 B4 E4 F#4 B4 C#5 A4 B4 A4 G#4 F#4 D#4 E4 D#4 C#4 A3 B3 B4 E4 F#4 B4 C#5 A4 B4 A4 G#4 F#4 B3 B4 E4 F#4 D#4 E4 D#4 E4 D#4 C#4 A3 B3 B4 E4 F#4 B4 C#5 A4 B4 A4 G#4 F#4 B3 B4 E4 F#4 B4 C#5 A4 B4 A4 G#4 F#4 B3 B4 E4 F#4 B4 C#5 A4 B4 A4 G#4 F#4 D#4 E4 D#4 C#4 A3 E4 D#4 E4 B3 B3 D#4 E4 C#5 C#5 G#4 G#4 D#5 E5 G#5 C#5 B4 C#5 D#5 C#5 D#5 E5 D#5 C#5 B4 G#4 G#4 C#5 C#5 B4 G#4 B4 G#4 F#4 E4 D#4 E4 F#4 E4 D#4 C#4 B3 A3 G#3 F#3 E3 C#4 B3 A3 G#3 F#3 E3 G#3 F#3 E3 B3 A3 G#3 F#3 E3 D#3 E3 G#3 B3 C#4 E4 G#4 B4 C#5 D#5 E5 F#5 C#5 D#5 E5 F#5 G#5 A5 B5 G#5 A5 F#5 G#5 E4 F#5 E4 E5 E4 D#5 E4 C#5 C#6 G#5 E5 D#5 C#5 B4 G#5 D#5 C#5 B4 D#5 B4 G#4 F#4 E4 D#4 F#4 D#4 E4 D#4 C#4 D#4 E4 E4 B4 C#4 G#4 G#4 D#5 F#4 C#5 C#5 F#5 B4 E5 F#5 C#6 E5 B5 C#5 G#5 A5 G#5 A5 C#5 B4 C#5 G#5 F#5 G#5 B4 A4 B4 F#5 E5 F#5 F#5 D#5 E5 F#5 G#5 F#5 E5 D#5 A5 F#5 E5 D#5 B5 F#5 E5 D#5 A5 F#5 E5 C#5 G#5 C#5 D#5 E5 D#5 G#4 A4 B4 B4 D#4 E4 F#4 F#4 A3 B3 C#4 C#4 E3 F#3 G#3 G#3 B2 C#3 D#3 C#4 E3 F#3 G#3 F#4 A3 B3 C#4 E5 A4 C#5 B4 E4 G#4 F#5 B4 E5 D#5 E5 A5 G#5 G#5 A5 B5 A5 G#5 F#5 E5 D#5 C#5 B4 A4 G#4 F#4 D#4 C#4 C#5 B4 C#5 E5 B5 E5 F#5 A#4 F#4 A#4 C#5 A#5 A4 B3 G#4 A4 B4 B3 A4 B4 C#5 B3 B4 C#5 D#5 B3 C#5 D#5 E5 B3 D#5 E5 F#5 B3 E5 F#5 G#5 B3 F#5 G#5 A5 B3 G#5 A5 B4 B4 B3 E3 B3 E4 F#4 E4 B3 A4 F#4 G#4 F#4 E4 B3 E3 B3 E4 F#4 E4 B3 D4 C#4 B3 A3 B3 C#4 E3 B3 E4 F#4 E4 B3 A4 F#4 G#4 F#4 E4 B3 E3 B3 E4 F#4 E4 B3 D4 C#4 B3 A3 B3 C#4 E3 B3 E4 F#4 E4 B3 A4 F#4 G#4 F#4 E4 B3 E3 B3 E4 F#4 E4 B3 D4 C#4 B3 A3 B3 C#4 E3 B3 E4 F#4 E4 B3 A4 F#4 G#4 F#4 E4 B3 E3 B3 E4 F#4 E4 B3 D4 C#4 B3 A3 B3 C#4 E2 E3 E2 E2 D3 A2 C#3 A2 B2 A2 E2 E3 E2 D3 C#3 B2 G#2 A2 B2 E2 E3 E2 E2 D3 A2 C#3 A2 B2 A2 E2 E3 F#3 G#3 A3 G#3 F#3 D3 E3 F#3 E2 E3 E2 E2 D3 A2 C#3 A2 B2 A2 E2 E3 E2 D3 C#3 B2 G#2 A2 B2 E2 E3 E2 E2 D3 A2 C#3 A2 B2 A2 E2 E3 F#3 G#3 A3 G#3 F#3 D3 E3 F#3 E3 D4 F#4 D4 D4 C#4 B3 A3 G#3 A3 B3 C#4 B3 B3 A3 G#3 F#3 D3 E3 F#3 E3 D3 E3 E3 E3 E4 E4 F#4 G#4 A4 G#4 F#4 E4 B4 G#4 A4 G#4 A4 G#4 F#4 E4 C#4 B3 C#4 B3 C#4 B3 C#4 B3 C#4 B3 F#3 A3 B3 C#4 D4 C#4 D4 C#4 B3 A3 C#4 B3 A3 G#3 F#3 G#3 E3 D3 E3 B3 A4 B3 G#4 B3 F#4 E4 F4 E4 D4 C#4 E4 D4 C#4 B3 C#5 A4 B4 A4 G#4 F#4 G#4 A4 D5 E5 F#5 A4 B3 G#4 B3 F#4 B3 D4 E4 F#4 B4 C#5 D5 A4 B3 F#4 G#4 F#4 B3 E4 F#4 E4 B3 C#5 D5 C#5 B4 A4 G#4 F#4 G#4 F#4 E4 C#4 E4 C#4 E3 F#3 G#3 A3 C#4 E4 C#4 D4 C#4 B3 C#4 D4 E4 F#4 G#4 A4 B4 C#5 D5 C#5 B4 A4 G#4 F#4 E4 D4 C#4 D4 E4 D4 C#4 B3 A3 G#3 F#3 E3 D3 E3 F#3 E3 D3 B2 E2 D5 C#5 E4 B4 E4 A4 B3 G#4 F#4 D4 E4 C#4 E4 E5 A4 B4 E5 F#5 D5 E5 D5 C#5 B4 E4 E5 A4 B4 G#4 A4 G#4 A4 G#4 F#4 D4 E4 C#5 E4 D5 E4 E5 E4 F#5 E4 G#5 E4 A5 E5 B4 A4 G#4 B4 B4 G#4 E4 B3 A3 G#3 A3 B3 C#4 A3 B3 A3 G#3 A3 B3 C#4 D4 E4 F#4 E4 D4 E4 D4 C#4 C#4 D#4 F#4 G#4 A4 B4 A4 G#4 A4 G#4 F#4 E4 G#4 A4 B4 C#5 A4 B4 G#4 A4 A4 G#4 G#4 F#4 E4 G#4 F#4 E4 D4 E4 F#4 A4 E4 F#4 F4 E4 D4 C#4 B3 D4 C#4 B3 A3 C#4 D4 C#4 B3 D4 D4 D4 C#4 B3 E4 E4 F#4 G#4 A4 F#4 F#4 F#4 G#4 A4 B4 C#5 D5 C#5 B4 A4 G#4 B4 D5 E5 F#5 G#5 G#5 F#5 E5 F#5 E5 A5 B5 C#6 C#6 B5 D6 A5 G#5 F#5 E5 E5 B5 C#6 B5 C#6 B5 A5 G#5 B5 A5 G#5 F#5 A5 G#5 F#5 E5 D5 B5 C#6 B5 C#6 B5 A5 G#5 B5 A5 G#5 F#5 E6 D6 C#6 B5 E5 E6 E5 E6 E5 D6 E5 C#6 E5 B5 A5 E5 E6 E5 E6 E5 D6 E5 C#6 E5 B5 A5 E5 E6 E5 D6 E5 C#6 E5 B5 E5 A5 E5 E6 E5 D6 E5 C#6 E5 B5 E5 A5 E5 B5 E5 D6 E6 E6 E6 E6 E6 E6 E6 E6 E6 E6 E6 E6 E6 E6 E6 E6 E6 E6 E6 E6 E6 E6 C#6 D6 D6 E6 D6 C#6 D6 E6 D6 C#6 C#6 D6 E6 D6 C#6 D6 D6 E6 E6 D6 D6 C#6 C#6 D6 E6 D6 C#6 D6 E6 E6 D6 C#6 B5 B5 C#6 D6 D6 C#6 B5 C#6 D6 C#6 C#6 B5 B5 A5 B5 C#6 D6 C#6 B5 A#5 B5 B5 A#5 B5 C#6 B5 A5 A5 A5 B5 C#6 G#5 G#5 A5 B5 B5 A5 A5 B5 B5 A5 G#5 G#5 A5 B5 B5 A5 G#5 G5 F#5 G#5 G#5 A5 A5 G#5 F#5 F#5 G#5 A#5 G#5 F#5 F#5 G#5 A5 F#5 F#5 G#5 G#5 F#5 E5 F#5 G#5 F#5 E5 E5 F#5 F#5 G#5 G#5 F#5 E5 E5 E5 F#5 E5 E5 F#5 E5 D5 B4 D5 E5 E5 F#5 E5 D5 C#5 D5 E5 D5 C#5 D5 E5 D5 B4 G#4 D5 E5 D5 C#5 C#5 D5 D5 C#5 B4 C#5 D5 D5 C#5 E4 F#4 G#4 A4 G#4 F#4 G#4 A4 G#4 F#4 F#4 E4 D#4 C#4 B3 B3 C#4 D4 E4 D4 C#4 C#4 D4 D4 C#4 C#4 B3 A3 F#3 G#3 A3 B3 A3 G#3 A3 B3 A3 G#3 F#3 E3 D3 C#3 B2 G#3 F#3 E3 D3 C#3 B2 C#3 B2 A2 C#3 B2 A2 B2 A2 G#2 B2 A2 G#2 E2 E5 D5 B4 B4 A#4 A4 G#4 G4 E4 D4 B3 A#3 A3 G#3 E4 E3 G3 A3 B3 D4 E4 G4 A4 G4 G#4 B4 C#5 D5 E5 B4 F#5 B4 G5 B4 G#5 A4 F#5 G#4 E5 A4 E5 B4 G#5 D5 A5 C#5 A#5 C5 B5
Swear,C#4 A4 F#4 A3 C#4 A3 F#4 A3 F#4 C#4 E4 A4 A3 C#4 F#4 C#4 A3 C#4 A4 A3 E4 F#4 C#4 A3 D4 A#3 F4 G4 A#3 G4 F4 D4 A#3 G4 E4 D4 E4 G4 A#3 D4 B3 D4 G4 A3 A4 C#4 F#4 F#4 C#4 A3 A3 F#4 C#4 E4 A4 A3 C#4 F#4 C#4 A3 C#4 A4 A3 E4 F#4 C#4 A3 D4 A#3 F4 G4 G4 A#3 D4 F4 A#3 G4 E4 D4 E4 G4 A#3 D4 B3 D4 G4 A3 A4 F#4 C#4 F#4 C#4 A3 A3 F#4 C#4 E4 A4 A3 C#4 F#4 C#4 A3 C#4 A4 A3 E4 F#4 C#4 A3 D4 A#3 F4 G4 G4 A#3 D4 F4 A#3 G4 E4 D4 E4 G4 A#3 D4 B3 D4 G4 A3 A4 F#4 C#4 F#4 C#4 A3 A3 F#4 C#4 E4 A4 A3 C#4 F#4 C#4 A3 C#4 A4 A3 E4 F#4 C#4 A3 D4 A#3 F4 G4 G4 A#3 D4 F4 G4 A#3 D4 E4 B3 D4 G4 A3 F#4 C#4 F#4 C#4 A3 A3 F#4 C#4 E4 C#4 A3 F#4 C#4 A3 C#4 E4 A3 F#4 C#4 A3 B3 C#4 F4 B3 C#4 F4 B3 C#4 F4 C#4 B3 F#4 B3 C#4 F#4 B3 C#4 F#4 B3 C#4 F4 E3 A3 C4 E3 A3 C4 E3 A3 C4 E3 A3 B3 A3 C4 E3 A3 B3 E3 E3 A3 C4 G3 D#3 D4 A3 A3 D#3 D4 G3 D#3 D4 G3 A3 C4 D#3 G3 A3 G3 D#3 C4 A3 D#3 C4 A3 G3 D#3 C4 G3 A3 G3 F#4 D4 B3 F#4 D4 B3 G3 F#4 D4 B3 G3 E4 D4 B3 G3 F#4 D4 B3 G3 E4 D4 B3 G3 F#4 D4 B3 G3 A3 D4 F#4 F#4 D4 A3 D4 G#3 C4 F4 D4 G#3 C4 F4 D4 G#3 C4 F4 D4 G#3 C4 F4 G3 C4 E4 G3 C4 E4 G3 E4 C4 G3 B3 E4 G3 C4 E4 G3 B3 E4 G3 C4 E4 E4 C#4 A3 A3 G#4 E4 C#4 G#4 E4 C#4 A3 B3 D#4 G#4 B3 D#4 G#4 B3 D#4 G#4 B3 D#4 F#4 D#4 G#4 B3 B3 D#4 F#4 B3 D#4 G#4 C#4 D#4 G4 C#4 D#4 G4 D#4 C#4 G4 C#4 D#4 G#4 C#4 D#4 G#4 C#4 D#4 G#4 C#4 D#4 G4 F#3 B3 D4 F#3 B3 D4 F#3 B3 D4 C#4 F#3 B3 F#3 B3 D4 C#4 F#3 B3 F#3 B3 D4 F3 E4 B3 A3 F3 B3 A3 E4 F3 B3 A3 E4 F3 B3 D4 A3 F3 B3 D4 A3 F3 D4 B3 A3 F3 D4 B3 A3 A3 E4 C#4 G#4 A3 G#4 E4 C#4 A3 G#4 E4 C#4 C#4 F#4 E4 A3 E4 G#4 C#4 A3 A3 F#4 E4 C#4 G#4 C#4 A3 E4 B3 E4 G#4 G#4 E4 B3 E4 A#3 D4 G4 E4 A#3 D4 G4 E4 A#3 D4 G4 E4 A#3 D4 G4 A3 F#4 D4 A3 F#4 D4 A3 F#4 D4 A3 C#4 F#4 A3 F#4 D4 A3 C#4 F#4 A3 F#4 D4 F#4 D#4 B3 B3 A#4 F#4 D#4 A#4 F#4 D#4 B3 A#3 G#4 F4 C#4 A3 F#4 C#4 F#4 C#4 A3 A3 F#4 C#4 E4 C#4 A3 F#4 C#4 A3 C#4 E4 A3 F#4 C#4 A3 B3 C#4 F4 B3 C#4 F4 B3 C#4 F4 C#4 B3 F#4 B3 C#4 F#4 B3 C#4 F#4 B3 C#4 F4 E3 A3 C4 E3 A3 C4 E3 A3 C4 E3 A3 B3 A3 C4 E3 A3 B3 E3 E3 A3 C4 G3 D#3 D4 A3 A3 D#3 D4 G3 D#3 D4 G3 A3 C4 D#3 G3 A3 G3 D#3 C4 A3 D#3 C4 A3 G3 D#3 C4 G3 A3 G3 F#4 D4 B3 F#4 D4 B3 G3 F#4 D4 B3 G3 E4 D4 B3 G3 F#4 D4 B3 G3 E4 D4 B3 G3 F#4 D4 B3 G3 A3 D4 F#4 F#4 D4 A3 D4 G#3 C4 F4 D4 G#3 C4 F4 D4 G#3 C4 F4 D4 G#3 C4 F4 G3 E4 C4 G3 E4 C4 G3 E4 C4 G3 B3 E4 G3 E4 C4 G3 B3 E4 E4 G3 C4 E4 C#4 A3 A3 G#4 E4 C#4 G#4 E4 C#4 A3 B3 D#4 G#4 B3 D#4 G#4 B3 D#4 G#4 B3 D#4 F#4 D#4 G#4 B3 B3 D#4 F#4 B3 D#4 G#4 C#4 D#4 G4 C#4 D#4 G4 D#4 C#4 G4 C#4 D#4 G#4 C#4 D#4 G#4 C#4 D#4 G#4 C#4 D#4 G4 F#3 B3 D4 F#3 B3 D4 F#3 B3 D4 C#4 F#3 B3 F#3 B3 D4 C#4 F#3 B3 F#3 B3 D4 F3 E4 B3 A3 F3 B3 A3 E4 F3 B3 A3 E4 F3 B3 D4 A3 F3 B3 D4 A3 F3 D4 B3 A3 F3 D4 B3 A3 A3 E4 C#4 G#4 A3 G#4 E4 C#4 A3 G#4 E4 C#4 C#4 F#4 E4 A3 E4 G#4 C#4 A3 A3 F#4 E4 C#4 G#4 C#4 A3 E4 B3 E4 G#4 G#4 E4 B3 E4 A#3 D4 G4 E4 A#3 D4 G4 E4 A#3 D4 G4 E4 A#3 D4 G4 A3 F#4 D4 A3 F#4 D4 A3 D4 F#4 A3 C#4 F#4 A3 D4 F#4 A3 C#4 F#4 A3 F#4 D4 F#4 D#4 B3 B3 A#4 F#4 D#4 A#4 F#4 D#4 B3
HowDoYouKeepTheMusicPlaying,D#5 D5 C5 D5 D#5 C5 A#4 A#4 C5 F4 G4 A4 C5 C5 D5 A#4 C5 A4 D5 A#4 G5 A#4 A5 C5 A#5 D5 G5 D#5 F5 D5 D#5 C5 F5 G5 D#5 D5 D#5 F5 C5 D5 D4 F4 A#4 F4 A#4 C5 D5 A4 D5 F5 F5 A5 A5 C6 A#5 A5 A#5 A5 G5 A5 A#5 G5 F5 F5 G5 G4 E4 A4 A#4 D5 A5 G5 F5 G5 A5 D5 G4 F4 E4 F4 A4 D5 E5 F5 G5 F5 E5 F5 G5 E5 D5 D5 E5 A#4 A4 F5 G4 F4 E4 F4 A4 D5 C5 D#5 D5 C5 D5 D#5 C5 A#4 A#4 C5 D5 C5 A#4 C5 D5 G5 A#4 A5 D5 A#5 G5 F6 D6 D#6 C6 D6 G5 A#4 G5 F5 D#5 F5 G5 D#5 D5 D#5 F5 D5 C5 D5 D#5 C5 A#4 C5 D5 D#5 F5 C5 A#4 A#4 F4 F3 A3 F4 F4 A#4 A#5 A4 A#4 D5 G5 A#5 A#5 A5 A5 G5 G5 E5 F5 G5 G5 A5 E4 A4 C5 E5 A5 C6 E6 A6 A6 G6 G6 F6 F6 E6 E6 F6 G6 G4 A4 A#4 C5 D5 D5 E5 F5 G5 F5 F5 E5 E5 C#5 D5 E5 E5 F5 F5 E5 D#5 F5 D#5 D5 C5 D5 D#5 D5 A#4 A#4 C5 D5 C5 A#4 C5 D5 G5 A#4 D5 G5 A5 C5 D5 F#5 A#5 D5 G5 A#5 G4 A#5 A5 G5 A5 A#5 G5 F5 G5 A5 F5 D#5 F5 G5 D#5 D5 F5 D#5 F5 D5 C5 D5 D#5 C5 A#4 C5 D5 D#5 F5 C5 A#4 D5 A#4 C5 A#4 A#5 A4 A#4 D5 G5 A#5 A#5 A5 A5 G5 G5 E5 F5 G5 G5 A5 E4 A4 C5 E5 A5 C6 E6 A6 A6 G6 G6 F6 F6 E6 E6 F6 G6 G4 A4 A#4 C5 D5 D5 E5 F5 G5 F5 F5 E5 E5 C#5 D5 E5 E5 F5 F5 E5 D#5 F5 D#5 D5 C5 D5 D#5 D5 A#4 A#4 C5 D5 C5 A#4 C5 D5 G5 A#4 D5 G5 A5 C5 D5 F#5 A#5 D5 G5 A#5 G4 A#5 A5 G5 A5 A#5 G5 F5 G5 A5 F5 D#5 F5 G5 D#5 D5 F5 D#5 F5 D5 C5 D5 D#5 C5 A#4 C5 D5 D#5 F5 C5 A#4 G5 D#5 F5 D5 D#5 C5 F5 D5 G5 D#5 D#5 C5 D5 A#4 D#5 F5 D5 C5 D5 D#5 C5 G4 A#4
